texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 :///kcjp1avx9m'
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
'#gotrump  #foratemer :///0l3t5okzms'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @arcofi: subprocuradora não defendeu suspeição de moro :///wbc7sj8kmz #lulanuncamais  '
' :///bdy5us41rn'
'@jornaloglobo o maior corrupto da história do brasil deve sofrer de alzheimer em estágio crítico cala a boca ridículo  :///ef904lpoei'
"'@achiare ele mente tanto, acho que ele acredita na própria mentira  o homem é um psicopata    :///9funj8hnqr'"
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
' @arcofi: subprocuradora não defendeu suspeição de moro :///wbc7sj8kmz #lulanuncamais  '
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
'  #ptextinçãojá  :///essijglrjk'
"'basta de impunidade e mimimi botem esse bandido chefe da orcrim   que de honesto, nem a cara de pau :///exb9ezfdno'"
' @patyarqt: @o_antagonista gleisi finge que vive em uma realidade paralela ela sabe muito bem onde lula estará em 2018 '
'@jornalivre_br #pt fora de uma forma ou de outra  '
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'mulher se revirando no caixão #lulanaprisao  #fotapt #forapmdb #forapsdb… :///sibhofmagc'
"' @deadabarra: @achiare ele mente tanto, acho que ele acredita na própria mentira  o homem é um psicopata    :///9…'"
"'todo setor público é recheado de esquerdistas, mpf/stf ainda++ temos que exigir     ou ficará impune e adversários destruidos'"
"' @lcrive: todo setor público é recheado de esquerdistas, mpf/stf ainda++ temos que exigir     ou ficará impune e adversário…'"
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'#politica #politicos #corrupçao #brasilqueopovoquer #sosbrasil #lavajato #policiafederal  #ptnuncamais #foratemer #eleiçoes2018 :///nfdh2tqdm2'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'lula e o medo da jaula  :///reqqjqnrhf #brasilqueopovoquer  #lula #lavajato  #stf  #jbs  :///ybjacxzfav'
"'a insanidade bateu, e ficou lula é um assunto encerrado  #lula #lavajato #sergiomoro #pt #corrupto :///dayn64jiep'"
'assista  :///yizzomsu62  #monarquiaparlamentarista :///yw0graz6b8'
' @amaury_andrade: @blogdojefferson vai ser um misto de ópera bufa e bebê de rosimary que povo doido '
'#brasilqueopovoquer é este que a pf vai nos devolver assim que terminar de prender este bando de políticos corruptos  :///qv96dnjmzj'
'@revistaistoe @gleisi  kkkkkkk eu tbm na papuda ou em presidente bernardes analfabeto não tem cela especial né '
' @bhuoriescaussoy: lula defende renovação e diz que pt precisa de lideranças mais espertas espertas em que sentido  ht…'
'@ptnacamara o #brasilqueopovoquer é um país sem corrupção '
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'@jornaloglobo ahhh tá esse verme não desiste dessas mentiras '
'e ainda reclamam do general mourão  #intervencaomilitar  #foratemer #bolsonaro2018 :///wyyljmvvfx'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///lygdoj6qcv'
'falaram o mesmo contra trump  #intervencaomilitar  #foratemer #bolsonaro2018 :///c6kfphy5yj'
'@rcp01 muitos não perceberam ainda que o nosso inimigo maior é o comunismo comandado plula/dilma/pt que continuam absolutam/impunes'
' @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo :///…'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///4ukzxmdwdq'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///ce8tyavpc4'
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'esse tipo de gente é digno de pena😐  #morobrasilteapoia  avante #lavajato :///znskvfag8t'
' @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zql7jiuiqg ://t…'
' @mcissaguimaraes: passando pra lembrar vcs que amanhã é dia de  :///13ciglqjbg'
'@missmoggia '
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
' @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zql7jiuiqg ://t…'
' @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zql7jiuiqg ://t…'
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
"'@erikakokay democracia é isso, mas o pronunciamento desta sra não é imperdível as vezes sinto saudades da moema gramacho '"
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @gilmargdss: #lulareu mais uma vez na operação #zelotes veja no link abixo :///w30fyx9d5u   #lavajato #lula…'
' @gilmargdss: veja a discussão do #lula com juiz #sérgiomoro no link :///pzea98knpg #lulapreso   $bolsomito #bolsonaro #b…'
' @gilmargdss: veja no link abaixo o depoimento de palocci ao juiz sérgio moro  :///7uarnsgpzf #lavajato #lavajato  #lulan…'
"' @gilmargdss: janot denuncia lula, dilma, gleisi,palocci, edinho, mantega, paulo bernardo e vaccari :///90tolnuqwi    #fo…'"
' @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'#intervencaomilitar  #foratemer #bolsonaro2018 :///z0ek7yumhe'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///jywsr1zrbb'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///s1t92wfptb'
' @eduardotiago: sério q descobertakkkkkk #foratemer #forarenan #forajuca #forapmdb  #forapsdb  :///ntjpi3rwfq'
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'minha tl é aberta e nela não defendo ou apoio nenhum bandido ao contrário de vc  :///hmkzoyttux'
'@lulapelobrasil  é o que a sociedade brasileira quer #brasilqueopovoquer'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///1je2w3jqai'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'funaro diz: temer recebia parte da propina de esquema do pmdb :///a93uoucmdy #funaro #delação #foratemer   #lavajato :///tt4jo0iwic'
' @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade :///vyhha…'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///n3qiutzwrs'
'#intervencaomilitar  #foratemer #bolsonaro2018 :///j6fxepx3si'
' @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade :///vyhha…'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'@veja aperta o 13 e confirma  :///uzsnwp0uh6'
'#foratemer #foracorruptos #prisaoparatodososcorruptos  #ptnuncamais #politica #lavajato #corruptos #renova2018 #brasil #sos :///irkkd79mc2'
' @arcofi: subprocuradora não defendeu suspeição de moro :///wbc7sj8kmz #lulanuncamais  '
' @arcofi: subprocuradora não defendeu suspeição de moro :///wbc7sj8kmz #lulanuncamais  '
' @arcofi: subprocuradora não defendeu suspeição de moro :///wbc7sj8kmz #lulanuncamais  '
'existe cura gay sim  #curagay  :///glzfq9lkes'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade :///vyhha…'
"'vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula :///2ssfi27q09'"
'@oslecmac74 @valdirene8975 @lucianotigana @phaviih2 @rcrevelone @alexfdmn @maulroou @pandarcds @markosbrito1 @osantipira @bobiackk @yghacci @arisirius @bleylacerda @a_bem_d_verdade @cecconellogiu @betozsantos @mlulatica @pauloba30395640 @adrianasscamar1 @arykame @socialcaipira @alexand60629795 @dekave1983 @vanusaabreuc @pgiolli @moraescarmen @chantecler @velindade @sandracantii @robervalguaru @games2002 @ipompermayer @toniferreirax @cesartorres2014 @platao54 @mufdvr71 @genumano @guti_hique @jeff04050405 @luissoria54 @dorivas5 @silvanamarta15 @chico_amaro @ceribeiro82 @barella_sfc @luheisenberg presidente sei mas é bernardes ou vasconcellos '
"'@o_antagonista coitada gleisi está tomando chá de meias sujas lula vai vencer o que a briga pra ver quem dorme no beliche de cima, né é '"
'@o_antagonista ainda bem que usou a condicional se a probabilidade maior é '
'feministas anti-homem querem criminalizar a gentileza e os elogios masculinos e proibir a paquera #feminismo  #folha #mulher #homem :///heh4i1dg8l'
' @blogdotato67: na papuda                                                  #tocommoro :///m2uzae2yla'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @blogdotato67: @enquette_  com  em quem você votaria para presidente'
'@lulapelobrasil não existe mesmo nenhum partido roubou tanto quanto o pt e os petistas  '
"'@graavieira @acorda_meupovo @hsarapeck @desbocadadebar @shock1805 @dulcekarol13 @zehdeabreu @jotakar @xicosa @frulanis @silvionobre_jmv @ointerdoamor @acorda o povo se engana, o povo é burro, o povo cai na conversinha da esquerda #esquerdalixo '"
' @titoporto10:  independe dos idiotas que o apoiam :///k0xi9jplni'
"'@lulapelobrasil e levou pra odebrecht e friboy , camargo corrêa  etc'"
'@lulapelobrasil tá tudo provado  nos autos dos processos  apresente os recibos do pagamento do aluguel seu ladrão  :///l7p5cuadyz'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'@uolnoticias vagabundo sua hora está chegando '
'é muita cara de pau   :///x5khtznh7t'
'@lulapelobrasil e seus bilhões escondidos  sua honra  você não tem honra '
' @galo9x2:  #lula2018preso :///lkvafpzbq2'
' @blogdotato67: @enquette_  com  em quem você votaria para presidente'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
"' @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula ://…'"
'democracia é isso: eu assim como milhões de brasileiros honestos anseiam  aceitando vc ou não essa é a minha opinião :///lvd3cu2byo'
' @mary_mayah: democracia é isso: eu assim como milhões de brasileiros honestos anseiam  aceitando vc ou não essa é a… '
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'@muylaerte @lulapelobrasil @gleisi @ptbrasil @lindberghfarias mais uma para o molusco safado #lulacondenado '
"'🚍fim de lula 18outra degeneração moral,mental e comportamental do líder dos burros é detectadaescondam as cabritas  #charge  :///evpyr88qkb'"
"' @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula ://…'"
' @mary_greicy: 94% dos brasileiros querem a #extinçãodopt e seus aliados políticos corruptos   :///3g0bvjhldd'
"'@lulapelobrasil ativamente para vaquinha de tênis para caminhada, pois vai precisar quando for a pé para curitiba '"
'para quem não acredita que existe meio-gay #curagay  :///96syqpjk7z'
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
'@portalr7 a quem esse sujeito quer enganar é o #pt está achando q vai boicotar eleições em 2018  lunático'
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
"' @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula ://…'"
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
'moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zyrsrh50bs … :///jqflf2mbkx'
'retweeted ivani basso (@iabsilva2):  é muita cara de pau   :///ehxdqtzd7i :///iae6gw0rwb'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
'@veja  #lulanuncamais'
' @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo :///…'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
'  :///me2a2cvswf'
' @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zql7jiuiqg ://t…'
' @to_de_olho: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zyrsrh50bs … ://t…'
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
'  //  chega de impunidade'
' @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista :///viusub205f :///1qwzwgvpvl'
' @carvaparecida:   //  chega de impunidade'
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'@magnomaltaofc @sandrabrasilia @laurietecantora @josemedeirosmt @pastormalafaia @sos maravilhoso '
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
"'a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
"'pressionarmos nasredessociais  há movimentação intensa da esquerda p/livrar lula,inclusive janot colocou temer como chefe,impos :///azul2zigbd'"
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
"' @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
'é pouco   :///j2wm9pbvrr'
'  #lulainelegivel :///ebvneaiqmy'
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
' @marizmarcella: é pouco   :///j2wm9pbvrr'
"' @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
' @galo9x2:  #lula2018preso :///lkvafpzbq2'
' @marizmarcella: é pouco   :///j2wm9pbvrr'
' @marizmarcella: é pouco   :///j2wm9pbvrr'
' @marizmarcella: é pouco   :///j2wm9pbvrr'
'hahahaha  :///ph9gzuqbof'
"'janopt saiu, alguém precisa continuar a blindagem  :///tlp6cwzgnl'"
' @osvladpereira: 7x réu lula vira réu por ‘venda’ de medida provisória a montadoras de veículos  :///bhsalze19d vi…'
"' @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
' @izidiooliver: hihihi    :///6kbjneyjnf'
"' @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
' @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'  #lulainelegivel :///9inmirs5vy'
"' @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  :///v4pv4d4opl'"
'@antniomendesfa1 @marisascruz esse negócio de manter emprego público com a finalidade de comer o cu dos outros tem q acabar '
"'alguém tem que avisar porchat que quem deu o   maior golpe, saqueou o país foi lula/dilma/pt e seus apoiadores quadrilheiros  :///jsc6fexkli'"
"'@danadjuto 🏹e ai, td bem subprocuradora etelvina e o corrupto patético condenado só acumula derrotas, pertinho da cela q é seu lugar😏🙏 '"
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
' @iabsilva2: é muita cara de pau   :///x5khtznh7t'
"'@movavantebrasil e o corrupto patético condenado já deve ter acumulado um triplex de derrotas judiciais, tá pertinho da cela q é seu lugar😏🙏 '"
'boa noite 🇧🇷🇧🇷🇧🇷✔🎯 #anossabandeirajamaisseravermelha  #naovamosdesistirdobrasil #brasil #bolsonaro2018 #bolsonaropresidente :///rnlacfnkog'
'eu adoroooooooo eses ses  valeu @gleisi    :///2q2xygo9lc'
'@revistaistoe so fala merda esta mulher '
'#rockinrionomultishow #rockinrio2017 fácil gritar #foratemer quero ver é gritar  povo hipócrita'
'stj nega pedido de lula que questionava suposta parcialidade de moro #sorocaba  #lavajato #moro'
' @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zql7jiuiqg ://t…'
'moro dá 15 dias a lula para provar que valores bloqueados são de marisa  :///xrxrddhllo'
'égua não  #naosouburro #votonulo :///i6vyumsajg'
'a caravana da vergonha cômico se não fosse trágico  :///6e6o2cpbnc'
'@veja se lascou kkkkkkk '
' @bhuoriescaussoy: moro dá 15 dias a lula para provar que valores bloqueados são de marisa  :///xrxrddhllo'
' ministro do stj nega recurso de lula que apontava parcialidade de sérgio moro :///btb3irpngd'
'vamos ficar atentos é  nesses atropelos é que câmara e senado enfiam emendas absurdas#abusodeautoridade olho no gil mar  '
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @to_de_olho: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zyrsrh50bs … ://t…'
' @villamarcovilla:   #ptextinçãojá @villamarcovilla :///dzy0yf45a4'
' @to_de_olho: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   :///zyrsrh50bs … ://t…'
