texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 https://tco/kcjp1avx9m'
'‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'#gotrump  #foratemer https://tco/3dy5ny2roq'
'importante é o se concorrer😂😂😂 do tipo não vai acontecer  https://tco/3wmzk4pkbw'
"'‘eles estão mexendo com um político que não roubou, diz lula sobre investigações https://tco/jxkenth3x8  roubou, sim  '"
"'rt @fmaier50: lula é hostilizado em salvador  tchau, querido   já  https://tco/niocbhiill'"
'  um embusteiro que é réu sete vezes e condenado uma vez já deveria estar no xilindró e não nos afrontando https://tco/lnclhi2vjy'
' https://tco/gjczwf2itv'
'focarmos mas alguns cairam na armadilha esquerda de tirar temer pf/mpf/stf nunca acusaramlula/dilma emexercíciosendo+corruptos https://tco/8mtroq16lc'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zql7jiuiqg https://t…'
"'@exame sim, a presidente do pavilhão 13 no presídio da papuda não viaja @gleisi, lula será preso e pagará por todos seus crimes '"
'rt @patyarqt: @o_antagonista gleisi finge que vive em uma realidade paralela ela sabe muito bem onde lula estará em 2018 '
'rt @patyarqt: @o_antagonista gleisi finge que vive em uma realidade paralela ela sabe muito bem onde lula estará em 2018 '
"' ‘eles estão mexendo com um político que não roubou, diz lula sobre investigações  https://tco/0kkgx7qg2f'"
"'moro dá 15 dias a lula para provar que valores bloqueados são de marisa -  https://tco/welovfkaux  explica aí, embusteiro '"
'rt @ezequiasns:  https://tco/lkbhzb8rrh'
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'#gotrump  #foratemer https://tco/0l3t5okzms'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @arcofi: subprocuradora não defendeu suspeição de moro https://tco/wbc7sj8kmz #lulanuncamais  '
' https://tco/bdy5us41rn'
'@jornaloglobo o maior corrupto da história do brasil deve sofrer de alzheimer em estágio crítico cala a boca ridículo  https://tco/ef904lpoei'
"'@achiare ele mente tanto, acho que ele acredita na própria mentira  o homem é um psicopata    https://tco/9funj8hnqr'"
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'rt @arcofi: subprocuradora não defendeu suspeição de moro https://tco/wbc7sj8kmz #lulanuncamais  '
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'  #ptextinçãojá  https://tco/essijglrjk'
"'basta de impunidade e mimimi botem esse bandido chefe da orcrim   que de honesto, nem a cara de pau https://tco/exb9ezfdno'"
'rt @patyarqt: @o_antagonista gleisi finge que vive em uma realidade paralela ela sabe muito bem onde lula estará em 2018 '
'@jornalivre_br #pt fora de uma forma ou de outra  '
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'mulher se revirando no caixão #lulanaprisao  #fotapt #forapmdb #forapsdb… https://tco/sibhofmagc'
"'rt @deadabarra: @achiare ele mente tanto, acho que ele acredita na própria mentira  o homem é um psicopata    https://tco/9…'"
"'todo setor público é recheado de esquerdistas, mpf/stf ainda++ temos que exigir     ou ficará impune e adversários destruidos'"
"'rt @lcrive: todo setor público é recheado de esquerdistas, mpf/stf ainda++ temos que exigir     ou ficará impune e adversário…'"
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'#politica #politicos #corrupçao #brasilqueopovoquer #sosbrasil #lavajato #policiafederal  #ptnuncamais #foratemer #eleiçoes2018 https://tco/nfdh2tqdm2'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'lula e o medo da jaula  https://tco/reqqjqnrhf #brasilqueopovoquer  #lula #lavajato  #stf  #jbs  https://tco/ybjacxzfav'
"'a insanidade bateu, e ficou lula é um assunto encerrado  #lula #lavajato #sergiomoro #pt #corrupto https://tco/dayn64jiep'"
'assista  https://tco/yizzomsu62  #monarquiaparlamentarista https://tco/yw0graz6b8'
'rt @amaury_andrade: @blogdojefferson vai ser um misto de ópera bufa e bebê de rosimary que povo doido '
'#brasilqueopovoquer é este que a pf vai nos devolver assim que terminar de prender este bando de políticos corruptos  https://tco/qv96dnjmzj'
'@revistaistoe @gleisi  kkkkkkk eu tbm na papuda ou em presidente bernardes analfabeto não tem cela especial né '
'rt @bhuoriescaussoy: lula defende renovação e diz que pt precisa de lideranças mais espertas espertas em que sentido  ht…'
'@ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'@jornaloglobo ahhh tá esse verme não desiste dessas mentiras '
'e ainda reclamam do general mourão  #intervencaomilitar  #foratemer #bolsonaro2018 https://tco/wyyljmvvfx'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/lygdoj6qcv'
'falaram o mesmo contra trump  #intervencaomilitar  #foratemer #bolsonaro2018 https://tco/c6kfphy5yj'
'@rcp01 muitos não perceberam ainda que o nosso inimigo maior é o comunismo comandado plula/dilma/pt que continuam absolutam/impunes'
'rt @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo https://tco/…'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/4ukzxmdwdq'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/ce8tyavpc4'
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'esse tipo de gente é digno de pena😐  #morobrasilteapoia  avante #lavajato https://tco/znskvfag8t'
'rt @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zql7jiuiqg https://t…'
'rt @mcissaguimaraes: passando pra lembrar vcs que amanhã é dia de  https://tco/13ciglqjbg'
'@missmoggia '
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'rt @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zql7jiuiqg https://t…'
'rt @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zql7jiuiqg https://t…'
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
"'@erikakokay democracia é isso, mas o pronunciamento desta sra não é imperdível as vezes sinto saudades da moema gramacho '"
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @gilmargdss: #lulareu mais uma vez na operação #zelotes veja no link abixo https://tco/w30fyx9d5u   #lavajato #lula…'
'rt @gilmargdss: veja a discussão do #lula com juiz #sérgiomoro no link https://tco/pzea98knpg #lulapreso   $bolsomito #bolsonaro #b…'
'rt @gilmargdss: veja no link abaixo o depoimento de palocci ao juiz sérgio moro  https://tco/7uarnsgpzf #lavajato #lavajato  #lulan…'
"'rt @gilmargdss: janot denuncia lula, dilma, gleisi,palocci, edinho, mantega, paulo bernardo e vaccari https://tco/90tolnuqwi    #fo…'"
'rt @crisoliveira360: @ptnacamara o #brasilqueopovoquer é um país sem corrupção '
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/z0ek7yumhe'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/jywsr1zrbb'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/s1t92wfptb'
'rt @eduardotiago: sério q descobertakkkkkk #foratemer #forarenan #forajuca #forapmdb  #forapsdb  https://tco/ntjpi3rwfq'
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'minha tl é aberta e nela não defendo ou apoio nenhum bandido ao contrário de vc  https://tco/hmkzoyttux'
'@lulapelobrasil  é o que a sociedade brasileira quer #brasilqueopovoquer'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/1je2w3jqai'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'funaro diz: temer recebia parte da propina de esquema do pmdb https://tco/a93uoucmdy #funaro #delação #foratemer   #lavajato https://tco/tt4jo0iwic'
'rt @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade https://tco/vyhha…'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/n3qiutzwrs'
'#intervencaomilitar  #foratemer #bolsonaro2018 https://tco/j6fxepx3si'
'rt @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade https://tco/vyhha…'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'@veja aperta o 13 e confirma  https://tco/uzsnwp0uh6'
'#foratemer #foracorruptos #prisaoparatodososcorruptos  #ptnuncamais #politica #lavajato #corruptos #renova2018 #brasil #sos https://tco/irkkd79mc2'
'rt @arcofi: subprocuradora não defendeu suspeição de moro https://tco/wbc7sj8kmz #lulanuncamais  '
'rt @arcofi: subprocuradora não defendeu suspeição de moro https://tco/wbc7sj8kmz #lulanuncamais  '
'rt @arcofi: subprocuradora não defendeu suspeição de moro https://tco/wbc7sj8kmz #lulanuncamais  '
'existe cura gay sim  #curagay  https://tco/glzfq9lkes'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @mary_greicy: 94% dos brasileiros querem e esperam a prisão de lula ladrão    chega de impunidade https://tco/vyhha…'
"'vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula https://tco/2ssfi27q09'"
'@oslecmac74 @valdirene8975 @lucianotigana @phaviih2 @rcrevelone @alexfdmn @maulroou @pandarcds @markosbrito1 @osantipira @bobiackk @yghacci @arisirius @bleylacerda @a_bem_d_verdade @cecconellogiu @betozsantos @mlulatica @pauloba30395640 @adrianasscamar1 @arykame @socialcaipira @alexand60629795 @dekave1983 @vanusaabreuc @pgiolli @moraescarmen @chantecler @velindade @sandracantii @robervalguaru @games2002 @ipompermayer @toniferreirax @cesartorres2014 @platao54 @mufdvr71 @genumano @guti_hique @jeff04050405 @luissoria54 @dorivas5 @silvanamarta15 @chico_amaro @ceribeiro82 @barella_sfc @luheisenberg presidente sei mas é bernardes ou vasconcellos '
"'@o_antagonista coitada gleisi está tomando chá de meias sujas lula vai vencer o que a briga pra ver quem dorme no beliche de cima, né é '"
'@o_antagonista ainda bem que usou a condicional se a probabilidade maior é '
'feministas anti-homem querem criminalizar a gentileza e os elogios masculinos e proibir a paquera #feminismo  #folha #mulher #homem https://tco/heh4i1dg8l'
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @blogdotato67: @enquette_  com  em quem você votaria para presidente'
'@lulapelobrasil não existe mesmo nenhum partido roubou tanto quanto o pt e os petistas  '
"'@graavieira @acorda_meupovo @hsarapeck @desbocadadebar @shock1805 @dulcekarol13 @zehdeabreu @jotakar @xicosa @frulanis @silvionobre_jmv @ointerdoamor @acorda o povo se engana, o povo é burro, o povo cai na conversinha da esquerda #esquerdalixo '"
'rt @titoporto10:  independe dos idiotas que o apoiam https://tco/k0xi9jplni'
"'@lulapelobrasil e levou pra odebrecht e friboy , camargo corrêa  etc'"
'@lulapelobrasil tá tudo provado  nos autos dos processos  apresente os recibos do pagamento do aluguel seu ladrão  https://tco/l7p5cuadyz'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'@uolnoticias vagabundo sua hora está chegando '
'é muita cara de pau   https://tco/x5khtznh7t'
'@lulapelobrasil e seus bilhões escondidos  sua honra  você não tem honra '
'rt @galo9x2:  #lula2018preso https://tco/lkvafpzbq2'
'rt @blogdotato67: @enquette_  com  em quem você votaria para presidente'
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
"'rt @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula https://…'"
'democracia é isso: eu assim como milhões de brasileiros honestos anseiam  aceitando vc ou não essa é a minha opinião https://tco/lvd3cu2byo'
'rt @mary_mayah: democracia é isso: eu assim como milhões de brasileiros honestos anseiam  aceitando vc ou não essa é a… '
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'@muylaerte @lulapelobrasil @gleisi @ptbrasil @lindberghfarias mais uma para o molusco safado #lulacondenado '
"'🚍fim de lula 18outra degeneração moral,mental e comportamental do líder dos burros é detectadaescondam as cabritas  #charge  https://tco/evpyr88qkb'"
"'rt @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula https://…'"
'rt @mary_greicy: 94% dos brasileiros querem a #extinçãodopt e seus aliados políticos corruptos   https://tco/3g0bvjhldd'
"'@lulapelobrasil ativamente para vaquinha de tênis para caminhada, pois vai precisar quando for a pé para curitiba '"
'para quem não acredita que existe meio-gay #curagay  https://tco/96syqpjk7z'
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
'@portalr7 a quem esse sujeito quer enganar é o #pt está achando q vai boicotar eleições em 2018  lunático'
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
"'rt @malditopt: vou vomitar e já volto  #esquerdanuncamais pt precisa d novas lideranças mais espertas q eu, diz lula https://…'"
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
'moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zyrsrh50bs … https://tco/jqflf2mbkx'
'retweeted ivani basso (@iabsilva2):  é muita cara de pau   https://tco/ehxdqtzd7i https://tco/iae6gw0rwb'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'@veja  #lulanuncamais'
'rt @neusamandrade: hoje é dia fazer isso virar viral  @letraslimitadas @o_antagonista @marisascruz @aeciofaraujo https://tco/…'
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'rt @iabsilva2: é muita cara de pau   https://tco/x5khtznh7t'
'  https://tco/me2a2cvswf'
'rt @paulacamara_: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zql7jiuiqg https://t…'
'rt @to_de_olho: moro dá 15 dias a lula para provar que valores bloqueados são de marisa   https://tco/zyrsrh50bs … https://t…'
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'  //  chega de impunidade'
'rt @direita_blog: ‘a alma mais honesta deste país’ ataca de novo  #oantagonista https://tco/viusub205f https://tco/1qwzwgvpvl'
'rt @carvaparecida:   //  chega de impunidade'
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'@magnomaltaofc @sandrabrasilia @laurietecantora @josemedeirosmt @pastormalafaia @sos maravilhoso '
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
"'a verdade dói, mas liberta  um post vale mais que mil palavras  https://tco/v4pv4d4opl'"
"'pressionarmos nasredessociais  há movimentação intensa da esquerda p/livrar lula,inclusive janot colocou temer como chefe,impos https://tco/azul2zigbd'"
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
"'rt @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  https://tco/v4pv4d4opl'"
'é pouco   https://tco/j2wm9pbvrr'
'  #lulainelegivel https://tco/ebvneaiqmy'
'rt @giselecaso: realmente o brasil é o país da piada pronta 😂🤣😂  @belcarvalho5 @ppreacarn @athiabalba @macunaimaz… '
'rt @marizmarcella: é pouco   https://tco/j2wm9pbvrr'
"'rt @to_de_olho: a verdade dói, mas liberta  um post vale mais que mil palavras  https://tco/v4pv4d4opl'"
'rt @galo9x2:  #lula2018preso https://tco/lkvafpzbq2'
'rt @marizmarcella: é pouco   https://tco/j2wm9pbvrr'
